Symbol,Company Name,Industry,Market Cap
AVA,Avista,Diversified Utilities,2709926760
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,480947500
AVAL,Grupo Aval Acciones y Valores,Banks - Regional,2690900831
AVAV,AeroVironment,Aerospace & Defense,4133134330
AVB,AvalonBay Communities,REIT - Residential,25588644250
AVBP,ArriVent BioPharma,Biotechnology,606907656
AVD,American Vanguard,Agricultural Inputs,366849574
AVDL,Avadel Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1463249250
AVDX,AvidXchange Holdings,Software - Infrastructure,2509102158
AVGO,Broadcom,Semiconductors,631740141410
AVGR,Avinger,Medical Instruments & Supplies,5689534
AVHI,Achari Ventures Holdings I,Shell Companies,33438313
AVIR,Atea Pharmaceuticals,Biotechnology,328241550
AVNS,Avanos Medical,Medical Devices,911123160
AVNT,Avient,Specialty Chemicals,3947151897
AVNW,Aviat Networks,Communication Equipment,460736856
AVO,Mission Produce,Food Distribution,821115571
AVPT,AvePoint,Software - Infrastructure,1438700140
AVRO,AVROBIO,Biotechnology,58318650
AVT,Avnet,Technology Distributors,4449508588
AVTE,Aerovate Therapeutics,Biotechnology,811370560
AVTR,Avantor,Specialty Chemicals,17176310460
AVTX,Avalo Therapeutics,Biotechnology,13074275
AVXL,Anavex Life Sciences,Biotechnology,373470156
AVY,Avery Dennison,Business Equipment & Supplies,17806281256
AWH,Aspira Women's Health,Medical - Diagnostics & Research,28943040
AWI,Armstrong World Industries,Construction,5368707165
AWIN,AERWINS Technologies,"Hardware, Equipment & Parts",3322475
AWK,American Water Works Company,Regulated Water,23162212150
AWR,American States Water Company,Regulated Water,2572571040
AWRE,Aware,Software - Application,38623072
AWX,Avalon Holdings,Waste Management,9046680
AX,Axos Financial,Banks - Regional,2911501362
AXDX,Accelerate Diagnostics,Medical Devices,18353454
AXGN,AxoGen,Medical Devices,348241972
AXIL,AXIL Brands,Consumer Electronics,1495500000
AXL,American Axle & Manufacturing Holdings,Auto Parts,853340400
AXNX,Axonics,Medical Devices,3552386810
AXON,Axon Enterprise,Aerospace & Defense,23276095480
AXP,American Express Company,Financial - Credit Services,164050658100
AXR,AMREP,Real Estate - Development,115863394
AXS,AXIS Capital Holdings,Insurance - Property & Casualty,5520300390
AXSM,Axsome Therapeutics,Biotechnology,3482018400
AXTA,Axalta Coating Systems,Specialty Chemicals,7385697000
AXTI,"AXT, Inc.",Semiconductors,216039285
AY,Atlantica Sustainable Infrastructure,Renewable Utilities,2096669950
AYI,Acuity Brands,Electrical Equipment & Parts,8156898792
AYRO,"Ayro, Inc.",Auto Manufacturers,8068242
AYTU,Aytu BioPharma,Drug Manufacturers - Specialty & Generic,17426588
AZ,A2Z Smart Technologies,Aerospace & Defense,52095985
AZEK,The AZEK Company,Construction,7160056600
AZN,AstraZeneca,Drug Manufacturers - General,207099643369
AZO,AutoZone,Specialty Retail,54445824227
AZPN,Aspen Technology,Software - Application,13827587744
AZTA,Azenta,Medical Instruments & Supplies,3290698551
AZTR,Azitra,Biotechnology,6769081
AZUL,Azul S.A.,Airlines,863647722
AZZ,AZZ Inc.,Manufacturing - Metal Fabrication,1919636695
B,Barnes Group,Industrial - Machinery,1780461080
BA,The Boeing Company,Aerospace & Defense,112826164200
BABA,Alibaba Group Holding,Internet Retail,184864830890
BAC,Bank of America,Banks - Diversified,294752390400
BACA,Berenson Acquisition I,Shell Companies,82130279
BACK,IMAC Holdings,Medical Care Facilities,3312511
BAER,Bridger Aerospace Group Holdings,Security & Protection Services,227351982
BAFN,BayFirst Financial,Banks - Regional,53713130
BAH,Booz Allen Hamilton Holding,Consulting Services,19168674040
BAK,Braskem,Chemicals,4010171620
BALL,Ball Corporation,Packaging & Containers,21065947080
BALY,Bally's,Resorts & Casinos,558844842
BAM,Brookfield Asset Management,Asset Management,16232813542
BANC,Banc of California,Banks - Regional,2440834942
BAND,Bandwidth,Software - Infrastructure,462889523
BANF,BancFirst,Banks - Regional,2790042444
BANL,CBL International,Oil & Gas Midstream,21675000
BANR,Banner,Banks - Regional,1601670555
BANX,ArrowMark Financial,Asset Management,132715008
BAOS,Baosheng Media Group Holdings,Advertising Agencies,4783005
BAP,Credicorp,Banks - Regional,13520627000
BARK,"BARK, Inc.",Specialty Retail,214386590
BASE,Couchbase,Software - Infrastructure,1294131129
BATL,Battalion Oil,Oil & Gas Exploration & Production,99891562
BATRA,Atlanta Braves Holdings,Entertainment,2431611598
BATRK,Atlanta Braves Holdings,Entertainment,2446500154
BAX,Baxter International,Medical Instruments & Supplies,21986240000
BAYA,Bayview Acquisition,Shell Companies,81002000
BB,BlackBerry,Software - Infrastructure,1644836310
BBAI,BigBear.ai Holdings,Information Technology Services,310464120
BBAR,BBVA Argentina,Banks - Regional,2369315101
BBCP,Concrete Pumping Holdings,Engineering & Construction,419127272
BBD,Banco Bradesco,Banks - Regional,28659519730
BBDC,Barings BDC,Credit Services,981119750
BBDO,Banco Bradesco,Banks - Regional,27834956959
BBGI,Beasley Broadcast Group,Broadcasting,22103812
BBIO,BridgeBio Pharma,Biotechnology,5391531960
BBLG,Bone Biologics,Medical Devices,1723185
BBSI,Barrett Business Services,Staffing & Employment Services,820828578
BBU,Brookfield Business Partners L.P.,Conglomerates,1600772790
BBUC,Brookfield Business,Asset Management,1694002329
BBVA,Banco Bilbao Vizcaya Argentaria,Banks - Diversified,69535956230
BBW,Build-A-Bear Workshop,Specialty Retail,411431932
BBWI,Bath & Body Works,Specialty Retail,10453212560
BBY,Best Buy Co.,Specialty Retail,17083056760
BC,Brunswick,Auto - Recreational Vehicles,6396545494
BCAB,BioAtla,Biotechnology,176872210
BCAL,Southern California Bancorp,Banks - Regional,265813043
BCAN,BYND Cannasoft Enterprises,Software - Infrastructure,785417
BCBP,BCB Bancorp,Banks - Regional,170252296
BCC,Boise Cascade Company,Construction Materials,5970527785
BCDA,BioCardia,Biotechnology,10505873
BCE,BCE Inc.,Telecommunications Services,30086829500
BCG,Binah Capital Group,Shell Companies,46808803
BCH,Banco de Chile,Banks - Regional,11485632900
BCLI,Brainstorm Cell Therapeutics,Biotechnology,33763017
BCML,BayCom,Banks - Regional,232758695
BCO,The Brink's Company,Security & Protection Services,4002463512
BCOV,Brightcove,Software - Application,84351422
BCOW,1895 Bancorp of Wisconsin,Banks - Regional,40478796
BCPC,Balchem,Specialty Chemicals,4923606271
BCRX,BioCryst Pharmaceuticals,Biotechnology,975089500
BCS,Barclays,Banks - Diversified,36373745000
BCSA,Blockchain Coinvestors Acquisition I,Shell Companies,149047944
BCSF,Bain Capital Specialty Finance,Asset Management,1015564963
BCTX,BriaCell Therapeutics,Biotechnology,46027296
BCYC,Bicycle Therapeutics,Biotechnology,989508783
BDC,Belden,Communication Equipment,3668524295
BDL,Flanigan's Enterprises,Restaurants,50183550
BDN,Brandywine Realty Trust,REIT - Office,749248350
BDRX,Biodexa Pharmaceuticals,Biotechnology,309797
BDSX,Biodesix,Diagnostics & Research,150260255
BDTX,Black Diamond Therapeutics,Biotechnology,258589000
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,70373638180
BE,Bloom Energy,Electrical Equipment & Parts,2634433830
BEAM,Beam Therapeutics,Biotechnology,2423600536
BEAT,HeartBeam,Health Information Services,55027679
BECN,Beacon Roofing Supply,Construction,6360296559
BEDU,Bright Scholar Education Holdings,Education & Training Services,57966096
BEEM,Beam Global,Solar,92801768
BEEP,Mobile Infrastructure,Industrial - Infrastructure Operations,113392000
BEKE,KE Holdings,Real Estate Services,16922854767
BELFA,Bel Fuse,Electronic Components,801795596
BELFB,Bel Fuse,Electronic Components,801795591
BEN,Franklin Resources,Asset Management,14480345000
BENF,Beneficient,Asset Management,14961490
BEP,Brookfield Renewable Partners L.P.,Renewable Utilities,6489906400
BEPC,Brookfield Renewable,Renewable Utilities,4349326500
BERY,Berry Global Group,Packaging & Containers,6869393000
BEST,BEST Inc.,Trucking,40975458
BETR,Better Home & Finance Holding Company,Mortgage Finance,338031445
BF.A,Brown-Forman,Beverages - Wineries & Distilleries,24610508800
BF.B,Brown-Forman,Beverages - Wineries & Distilleries,24703678028
BFAC,Battery Future Acquisition,Shell Companies,221483365
BFAM,Bright Horizons Family Solutions,Personal Products & Services,6400362796
BFC,Bank First,Banks - Regional,839039387
BFH,Bread Financial Holdings,Financial - Credit Services,1749122438
BFI,BurgerFi International,Restaurants,15319416
BFIN,BankFinancial,Banks - Regional,127971389
BFLY,Butterfly Network,Medical Devices,216459572
BFRG,Bullfrog AI Holdings,Medical - Healthcare Information Services,22794733
BFRI,Biofrontera,Drug Manufacturers - Specialty & Generic,9160943
BFS,Saul Centers,REIT - Retail,911304600
BFST,Business First Bancshares,Banks - Regional,525891736
BG,Bunge,Agricultural Farm Products,14879617500
BGC,BGC Group,Financial - Capital Markets,4047651623
BGFV,Big 5 Sporting Goods,Specialty Retail,74721537
BGI,Birks Group,Luxury Goods,61390997
BGNE,BeiGene,Biotechnology,17038200453
BGS,B&G Foods,Packaged Foods,871150596
BGSF,"BGSF, Inc.",Staffing & Employment Services,104524126
BGXX,Bright Green,Drug Manufacturers - Specialty & Generic,46154839
BH,Biglari Holdings,Restaurants,597574544
BH.A,Biglari Holdings,Restaurants,602957090
BHAC,Focus Impact BH3 Acquisition Co.,Shell Companies,115930053
BHAT,Blue Hat Interactive Entertainment Technology,Electronic Gaming & Multimedia,10092625
BHB,Bar Harbor Bankshares,Banks - Regional,383117550
BHC,Bausch Health Companies,Drug Manufacturers - Specialty & Generic,3668736078
BHE,Benchmark Electronics,"Hardware, Equipment & Parts",1080392920
BHF,Brighthouse Financial,Insurance - Life,3237799329
BHIL,Benson Hill,Agricultural Inputs,44676458
BHLB,Berkshire Hills Bancorp,Banks - Regional,951448164
BHM,Bluerock Homes Trust,REIT - Residential,64456562
BHP,BHP Group,Industrial Materials,149080796409
BHR,Braemar Hotels & Resorts,REIT - Hotel & Motel,131710986
BHRB,Burke & Herbert Bank & Trust Company,Banks - Regional,394321590
BHVN,Biohaven Pharmaceutical Holding Company,Biotechnology,4269263743
BIAF,bioAffinity Technologies,Medical - Diagnostics & Research,25646893
BIDU,Baidu,Internet Content & Information,38803100004
BIG,Big Lots,Discount Stores,115405570
BIGC,BigCommerce Holdings,Software - Application,509390000
BIIB,Biogen,Drug Manufacturers - General,29999603180
BILI,Bilibili,Electronic Gaming & Multimedia,4535594137
BILL,BILL Holdings,Software - Application,6599323950
BIMI,BIMI International Medical,Medical - Pharmaceuticals,17384400
BIO,Bio-Rad Laboratories,Medical Devices,9368821270
BIO.B,Bio-Rad Laboratories,Medical Devices,9429225925
BIOL,BIOLASE,Medical Devices,5710968
BIOR,Biora Therapeutics,Biotechnology,20270929
BIOX,Bioceres Crop Solutions,Agricultural Inputs,802941840
BIP,Brookfield Infrastructure Partners L.P.,Diversified Utilities,13411041620
BIPC,Brookfield Infrastructure,Regulated Gas,4416393280
BIRD,Allbirds,Apparel Retail,99926334
BIRK,Birkenstock Holding,Footwear & Accessories,8144117582
BITE,Bite Acquisition,Shell Companies,85992475
BITF,Bitfarms,Capital Markets,668611040
BIVI,BioVie,Biotechnology,27281049
BJ,BJ's Wholesale Club Holdings,Discount Stores,9886979960
BJDX,Bluejay Diagnostics,Medical Devices,891561
BJRI,BJ's Restaurants,Restaurants,829061160
BK,The Bank of New York Mellon Corporation,Asset Management,43500837420
BKD,Brookdale Senior Living,Medical Care Facilities,1278038250
BKE,The Buckle,Apparel Retail,1919548432
BKH,Black Hills,Diversified Utilities,3685344264
BKHA,Black Hawk Acquisition,Shell Companies,91798488
BKKT,Bakkt Holdings,Software - Infrastructure,146048593
BKNG,Booking Holdings,Travel Services,124122056980
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,33909814400
BKSY,BlackSky Technology,Scientific & Technical Instruments,207693460
BKTI,BK Technologies,Communication Equipment,55800750
BKU,BankUnited,Banks - Regional,2008763411
BKYI,BIO-key International,Security & Protection Services,3476045
BL,BlackLine,Software - Application,3932364792
BLAC,Bellevue Life Sciences Acquisition,Shell Companies,59996919
BLBD,Blue Bird,Auto Manufacturers,1231274464
BLBX,Blackboxstocks,Software - Application,8836637
BLCO,Bausch + Lomb,Medical Instruments & Supplies,5787862202
BLD,TopBuild,Engineering & Construction,14037957102
BLDE,Blade Air Mobility,"Airlines, Airports & Air Services",252701220
BLDP,Ballard Power Systems,Industrial - Machinery,968879880
BLDR,Builders FirstSource,Construction,24725773800
BLEU,bleuacacia ltd,Shell Companies,80677989
BLFS,BioLife Solutions,Medical Instruments & Supplies,784596000
BLFY,Blue Foundry Bancorp,Banks - Regional,217095852
BLIN,Bridgeline Digital,Software - Infrastructure,13282440
BLK,BlackRock,Asset Management,121357941600
BLKB,Blackbaud,Software - Application,3832581918
BLMN,Bloomin' Brands,Restaurants,2494572690
BLND,Blend Labs,Software - Application,756590640
BLNK,Blink Charging Co.,Engineering & Construction,285813020
BLRX,BioLineRx,Biotechnology,74115938
BLTE,Belite Bio,Biotechnology,1199983740
BLUA,BlueRiver Acquisition,Shell Companies,95086982
BLUE,bluebird bio,Biotechnology,227435560
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",Banks - Regional,1021244428
BLZE,Backblaze,Software - Infrastructure,374872000
BMA,Banco Macro,Banks - Regional,4086515795
BMBL,Bumble,Software - Application,1452126060
BMEA,Biomea Fusion,Biotechnology,494022351
BMI,Badger Meter,"Hardware, Equipment & Parts",4606812095
BMO,Bank of Montreal,Banks - Diversified,70295523600
BMR,Beamr Imaging,Software - Application,78177545
BMRA,Biomerica,Medical Devices,14035943
BMRC,Bank of Marin Bancorp,Banks - Regional,258607001
BMRN,BioMarin Pharmaceutical,Biotechnology,16373303280
BMTX,BM Technologies,Software - Application,18873141
BMY,Bristol-Myers Squibb Company,Drug Manufacturers - General,105517874200
BN,Brookfield,Asset Management,66842118000
BNAI,Brand Engagement Network,Software - Infrastructure,71944312
BNED,Barnes & Noble Education,Specialty Retail,33488532
BNGO,Bionano Genomics,Diagnostics & Research,55787880
BNIX,Bannix Acquisition,Shell Companies,59771892
BNL,Broadstone Net Lease,REIT - Diversified,2787448950
BNOX,Bionomics,Biotechnology,10693380
BNR,Burning Rock Biotech,Medical - Diagnostics & Research,76227965
BNRE,Brookfield Reinsurance,Insurance - Reinsurance,4574415109
BNRE.A,Brookfield Reinsurance,Insurance - Reinsurance,4404106240
BNRG,Brenmiller Energy,Renewable Utilities,5148383
BNS,The Bank of Nova Scotia,Banks - Diversified,61448696400
BNTC,Benitec Biopharma,Biotechnology,14362084
BNTX,BioNTech SE,Biotechnology,21580742223
BNZI,Banzai International,Software - Application,8147613
BOC,Boston Omaha,Advertising Agencies,468865700
BOCN,Blue Ocean Acquisition,Shell Companies,120455652
BODI,Beachbody Company,Internet Content & Information,65030172
BOF,BranchOut Food,Packaged Foods,6147263
BOH,Bank of Hawaii,Banks - Regional,2371502898
BOKF,BOK Financial,Banks - Regional,5766640441
BOLD,Boundless Bio,Biotechnology,299119029
BOLT,Bolt Biotherapeutics,Biotechnology,51472395
BON,Bon Natural Life,Packaged Foods,4695465
BOOM,DMC Global,Oil & Gas Equipment & Services,384248004
BOOT,Boot Barn Holdings,Apparel Retail,2977073250
BORR,Borr Drilling,Oil & Gas Drilling,1581161098
BOSC,B.O.S. Better Online Solutions,Communication Equipment,16151880
BOTJ,Bank of the James Financial Group,Banks - Regional,46387501
BOWL,Bowlero,Entertainment,2010762498
BOWN,Bowen Acquisition,Shell Companies,95590095
BOX,"Box, Inc.",Software - Infrastructure,4015900460
BOXL,Boxlight,Communication Equipment,5922693
BP,BP p.l.c.,Oil & Gas Integrated,108221969594
BPMC,Blueprint Medicines,Biotechnology,5647455029
BPOP,Popular,Banks - Regional,6176994460
BPRN,Princeton Bancorp,Banks - Regional,191697578
BPT,BP Prudhoe Bay Royalty Trust,Oil & Gas Refining & Marketing,68052000
BPTH,Bio-Path Holdings,Biotechnology,3243278
BPTS,Biophytis,Biotechnology,4074422
BQ,Boqii Holding,Specialty Retail,1475413
BR,Broadridge Financial Solutions,Information Technology Services,23493158560
BRAC,Broad Capital Acquisition,Shell Companies,33677500
BRAG,Bragg Gaming Group,Electronic Gaming & Multimedia,154353675
BRBR,BellRing Brands,Packaged Foods,7501167330
BRBS,Blue Ridge Bankshares,Banks - Regional,52987584
BRC,Brady,Security & Protection Services,2878629322
BRCC,BRC Inc.,Packaged Foods,979516482
BRDG,Bridge Investment Group Holdings,Asset Management,1650965941
BREA,Brera Holdings,Entertainment,14712450
BREZ,Breeze Holdings Acquisition,Shell Companies,51075446
BRFH,Barfresh Food Group,Beverages - Non-Alcoholic,16247952
BRFS,BRF S.A.,Packaged Foods,5354902499
BRID,Bridgford Foods,Packaged Foods,102568179
BRK.A,Berkshire Hathaway,Insurance - Diversified,910438706548
BRK.B,Berkshire Hathaway,Insurance - Diversified,909134979872
BRKH,Burtech Acquisition,Shell Companies,167092535
BRKL,Brookline Bancorp,Banks - Regional,845387646
BRKR,Bruker,Medical Devices,12528061000
BRLS,Borealis Foods,Shell Companies,81901624
BRLT,Brilliant Earth Group,Luxury Goods,287592638
BRN,Barnwell Industries,Oil & Gas Exploration & Production,24969969
BRNS,Barinthus Biotherapeutics,Biotechnology,112452701
BRO,Brown & Brown,Insurance Brokers,24433212980
BROG,Brooge Energy,Oil & Gas Midstream,166386717
BROS,Dutch Bros,Restaurants,6057071339
BRP,BRP Group,Insurance Brokers,1848920136
BRSH,Bruush Oral Care,Household & Personal Products,3549453
BRSP,BrightSpire Capital,REIT - Diversified,854001450
BRT,BRT Apartments,REIT - Residential,311444376
BRTX,BioRestorative Therapies,Biotechnology,6166065
BRX,Brixmor Property Group,REIT - Retail,6664601160
BRY,Berry,Oil & Gas Exploration & Production,642724702
BRZE,Braze,Software - Application,4192804349
BSAC,Banco Santander-Chile,Banks - Regional,9615457150
BSBK,Bogota Financial,Banks - Regional,90378140
